id,answer,visibility,unit_id
f4773e1ea766,33,private,f4773e1ea766
f4b64efbe316,36,private,f4b64efbe316
f4c421b3f85b,200,private,f4c421b3f85b
f4f6a73344d0,12,private,f4f6a73344d0
f4fad26e2e9b,84,private,f4fad26e2e9b
f519ea8c9233,110,private,f519ea8c9233
f59770162d2b,42,private,f59770162d2b
f5d3521a7f52,2,private,f5d3521a7f52
f5d3fb0116f4,3,public,f5d3fb0116f4
f5f648763f01,20,public,f5f648763f01
f62ae0e56c19,50,private,f62ae0e56c19
f68cc6d29fdc,20,private,f68cc6d29fdc
f6906f25c420,23,private,f6906f25c420
f69448fbb434,1000,public,f69448fbb434
f6c74e6a3c91,9,private,f6c74e6a3c91
f70f0c1f7183,5,public,f70f0c1f7183
f750d72c4f31,1800,private,f750d72c4f31
f7899d982e98,34,private,f7899d982e98
f7a5230ee223,34,private,f7a5230ee223
f7bd709c57bf,8,public,f7bd709c57bf
f7bec911eb0b,7,public,f7bec911eb0b
f855d065d9de,20,public,f855d065d9de
f8c2fbb82008,50,private,f8c2fbb82008
f96044c74663,38,private,f96044c74663
f9ef0a858501,110,private,f9ef0a858501
fa037a7522e8,336,public,fa037a7522e8
fa136419cbd2,54,private,fa136419cbd2
fa2f489f4bf7,1100,private,fa2f489f4bf7
fa4ed44e76b5,84,public,fa4ed44e76b5
fa99a45f199b,12,private,fa99a45f199b
fa9c095ee7ad,80,private,fa9c095ee7ad
fb15d45162eb,4,private,fb15d45162eb
fb2325b93042,7,private,fb2325b93042
fb2ddb57b49a,9500,private,fb2ddb57b49a
fb4a1fd5dfdc,192,private,fb4a1fd5dfdc
fb4cfd9a5b66,175,public,fb4cfd9a5b66
fb51ebf387da,11,public,fb51ebf387da
fb6768146a48,50,private,fb6768146a48
fb738c00d907,42,public,fb738c00d907
fba0e87e4cd1,96,public,fba0e87e4cd1
fc11680e36b1,4,private,fc11680e36b1
fc73d03c182f,284,private,fc73d03c182f
fce3a7a18b96,100,private,fce3a7a18b96
fd358a7a6ea6,60,private,fd358a7a6ea6
fd874b0bf86c,85,private,fd874b0bf86c
fd8c2986f293,52,private,fd8c2986f293
fd9897c44d98,15400,public,fd9897c44d98
fdad5887c3cc,10,private,fdad5887c3cc
fdae0cefeb98,10,private,fdae0cefeb98
fdf2d71da3ac,18,private,fdf2d71da3ac
fe961a3db906,720,private,fe961a3db906
febe981e6c00,187,private,febe981e6c00
ff15578a99ac,112,private,ff15578a99ac
ff8528ffd0fc,770,private,ff8528ffd0fc
ff8bda6b691c,1375,public,ff8bda6b691c
ff9233ac7fe6,129200,private,ff9233ac7fe6
ff9e25190299,20,public,ff9e25190299
ffd27ed6fff1,3,private,ffd27ed6fff1
